event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
KHM2430,"25 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia); Mother Nature",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Doun Penh","Chakto Mukh","Chakto Mukh",11.5589,104.932,1,"LICADHO; Radio Free Asia",National-Regional,"On 25 April 2024, about 20 activists of Mother Nature and monks gathered at Ministry of Justice in Chakto Mukh, Doun Penh (Phnom Penh) to commemorate the 11th anniversary of environmental activist Chut Wutty's murder and called for justice for him as well as a reinvestigation into his murder.",0,"crowd size=about 20",1719352803,11548
KHM2424,"24 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Buddhist Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Mean Chey","Stueng Mean Chey","Stueng Mean Chey",11.5434,104.8941,1,"Radio Free Asia",Regional,"On 24 April 2024, more than 100 monks and members of the Khmer Kampuchea Krom Association staged a protest in Samaky Reangsey Pagoda (Wat Khmer Kampuchea Krom) in Stueng Mean Chey, Mean Chey (Phnom Penh) to demand an end to the persecution and discrimination faced by Khmer Krom citizens and monks. They also petitioned the Ministry of Foreign Affairs to intervene with the Vietnamese government regarding the decapitation of monks and detention of Khmer Krom activists.",0,"crowd size=more than 100",1719352803,93146
KHM2425,"22 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","NPP: National Power Party",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Tuol Kouk","Tuek Lak Ti Muoy","Tuek Lak Ti Muoy",11.5694,104.8949,1,"Radio Free Asia",Regional,"On 22 April 2024, activists and members of the National Power Party gathered outside the party headquarters in Tuek Lak Ti Muoy, Tuol Kouk (Phnom Penh) to protest the government's suppression of democracy and demand the release of political detainees.",0,"crowd size=no report",1715125702,40037
KHM2426,"20 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Chamkar Mon","Tonle Basak","Tonle Basak",11.5501,104.9301,1,"Radio Free Asia",Regional,"On 20 April 2024, members of NagaWorld staged a protest outside NagaWorld hotel in Tonle Basak, Chamkar Mon (Phnom Penh) calling for government intervention to address labor disputes and the release of their union leader held in Prey Sar Prison.",0,"crowd size=no report",1714518469,10775
KHM2431,"19 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Praek Pnov",Samraong,"Samrong Tbong",11.6603,104.8445,1,"Radio Free Asia",Regional,"On 19 April 2024, about 40 members of the Samrong Tbong Community in Boeung Ta Mok staged a protest in Samrong Tbong village, Samraong, Prek Pnov (Phnom Penh) against forced eviction and relocation. They demanded an end to authorities' threats of violence and called on the government to peacefully resolve the land issue.",0,"crowd size=about 40",1738102167,1979
KHM2422,"10 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Doun Penh","Srah Chak","Srah Chak",11.5761,104.9143,1,"Camboja News",National,"On 10 April 2024, about 40 villagers from Prek Kampoes commune in Dangkor district gathered in front of Phnom Penh City Hall in Srah Chak, Doun Penh (Phnom Penh) to seek intervention regarding overlapping land titles with Eco Megapolis Development Cooperation. The villagers were concerned about potential eviction among the 50 affected families.",0,"crowd size=about 40",1719352804,39154
KHM2420,"06 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Students (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Russey Keo","Chrang Chamreh Ti Pir","Chrang Chamreh Ti Pir",11.6217,104.8878,1,"LICADHO; Radio Free Asia",National-Regional,"On 6 April 2024, members of Khmer Intellectual Students Union Association gathered in front of the Phnom Penh Municipal Police in Chrang Chamreh Ti Pir, Chrang Chamreh Ti Pir, Russey Keo (Phnom Penh), demanding the release of the President of the Khmer Intellectual Students Association, who was sent to court for questioning following his arrest on April 5.",0,"crowd size=no report",1713291467,8031
KHM2423,"06 April 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Cambodia)",,Rioters,"Police Forces of Cambodia (1993-)",,"State forces","State forces-Rioters",,116,"Southeast Asia",Cambodia,"Phnom Penh","Praek Pnov",Samraong,"Samrong Tbong",11.6603,104.8445,1,"Radio Free Asia",Regional,"On 6 April 2024, members of the Samrong Tbong Community in Boeung Ta Mok staged a protest in Samrong Tbong village, Samraong, Prek Pnov (Phnom Penh) against forced eviction and relocation. The residents confronted Prek Pnov district authorities regarding excavations behind their homes, resulting in a clash and minor injuries to two residents.",0,"crowd size=no report",1738102167,5485
KHM2421,"05 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh",Saensokh,"Phnom Penh Thmei","Phnom Penh Thmei",11.6008,104.8603,1,"Radio Free Asia",Regional,"On 5 April 2024, homebuyers of New World Borey staged a protest at the New World Borey office in Phnom Penh Thmei, Phnom Penh Thmei, Saensokh (Phnom Penh) to call for a solution after the company's lawyer sent warning letters to all customers, threatening house confiscation if payment wasn't made as per notice.",0,"crowd size=no report",1713291467,8517
KHM2419,"01 April 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Thailand)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Russey Keo","Svay Pak","Svay Pak",11.6448,104.875,1,"Camboja News",National,"On 1 April 2024, about 200 residents from Kandal Steung district and Takhmao town gathered at the Ministry of Land Management, Urban Planning and Construction in Svay Pak, Russey Keo (Phnom Penh) to submit a petition to the Minister, demanding to exclude their land from the Techo Takhmao International Airport project, issue land titles, and allow them to build on-site.",0,"crowd size=about 200",1738102167,8840
KHM2418,"29 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Bunong Ethnic Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Mondul Kiri","Kaoh Nheaek","Sokh Sant","Sokh Sant",13.0766,107.0323,1,"Radio Free Asia",Regional,"On 29 March 2024, members of the Bunong ethnic group staged a protest at the community forest in Sre Thom village, Sokh Sant, Kaoh Nheaek (Mondul Kiri) to demand Mondulkiri Provincial Governor Thong Savun allow them to plant farms in collective land communities. The protesters submitted a petition demanding authorities recognize their right to traditional farming, emphasizing their dependence on collective lands and the impact of economic land concessions.",0,"crowd size=no report",1712695434,2501
KHM2417,"23 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,Kandal,"Angk Snuol","Baek Chan","Baek Chan",11.5112,104.7476,1,"Radio Free Asia",Regional,"On 23 March 2024, workers held a protest at RG Footwear Factory (Cambodia) in Baek Chan, Angk Snuol (Kandal), demanding wages and other benefits from the company following layoffs and promises of re-employment at the company after a fire.",0,"crowd size=no report",1712183453,12171
KHM2416,"22 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh",Dangkao,"Spean Thma","Spean Thma",11.4616,104.8743,1,"Radio Free Asia",Regional,"On 22 March 2024, about 500 of workers at the Y&W Garment Factory continued staging a protest for the third consecutive day in front of the factory and blocking the road at the Baku traffic light in Spean Thma, Dangkao (Phnom Penh) to demand expedited solutions to pay their salaries and benefits after employers fled the factory without paying wages and other entitlements. The protest concluded after the protesters agreed to receive wages arranged by the Ministry of Labor.",0,"crowd size=about 500",1719352804,1087
KHM2415,"21 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh",Dangkao,"Spean Thma","Spean Thma",11.4616,104.8743,1,"Radio Free Asia",Regional,"On 21 March 2024, about 500 of workers at the Y&W Garment Factory continued staging a protest for the second consecutive day in front of the factory and blocking the road at the Baku traffic light in Spean Thma, Dangkao (Phnom Penh) as the Ministry of Labor failed to confirm additional benefits they were expecting. They demanded expedited solutions to pay their salaries and benefits after employers fled the factory without paying wages and other entitlements.",0,"crowd size=about 500",1719352804,1087
KHM2414,"20 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh",Dangkao,"Spean Thma","Spean Thma",11.4616,104.8743,1,"Radio Free Asia",Regional,"On 20 March 2024, hundreds of workers at the Y&W Garment Factory staged a protest in front of the factory and blocked the road at the Baku traffic light in Spean Thma, Dangkao (Phnom Penh) to demand expedited solutions to pay their salaries and benefits after employers fled the factory without paying wages and other entitlements.",0,"crowd size=hundreds",1719352804,1087
KHM2413,"18 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Doun Penh","Chey Chummeah","Chey Chummeah",11.5638,104.9286,1,"Camboja News; Radio Free Asia",National-Regional,"On 18 March 2024, about 40 members of the Samrong Tbong Community marched from Night Market to the Royal Palace in Chey Chummeah, Doun Penh (Phnom Penh) to urge King Norodom Sihamoni to intervene in the Boeung Tamok development, which has adversely impacted their homes and livelihoods. However, the officials emphasized that the Royal Palace couldn't accept their petition as it doesn't handle such matters, advising the villagers to seek assistance from city authorities or government ministries instead.",0,"crowd size=about 40",1719352804,31931
KHM2412,"12 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh",Dangkao,"Spean Thma","Spean Thma",11.4616,104.8743,1,"Radio Free Asia",Regional,"On 12 March 2024, about 500 workers at the Y&W Garment Factory staged a peaceful strike and protest in front of the factory in Spean Thma, Dangkao (Phnom Penh) to demand a resolution to labor disputes after employers fled the factory without paying wages and other entitlements.",0,"crowd size=about 500",1719352805,1087
KHM2410,"06 March 2024",2024,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Cambodia)",,Protesters,"Police Forces of Cambodia (1993-)","Police Forces of Cambodia (1993-) Forestry Officials","State forces","State forces-Protesters","Civilian targeting",116,"Southeast Asia",Cambodia,"Phnom Penh","Praek Pnov",Samraong,"Samrong Tbong",11.6603,104.8445,1,"Camboja News; LICADHO; Radio Free Asia",National-Regional,"On 6 March 2024, over 100 members of the Samrong Tbong Community staged a protest in Samrong Tbong village, Samraong, Prek Pnov (Phnom Penh) against forced eviction and relocation. The residents faced eviction as the Boeng Tamok lake area underwent privatization for new development projects. The protest was met with tear gas and gunfire as authorities, including police officers and forestry administration officials, fired weapons and arrested approximately 40 residents.",0,"crowd size=over 100",1738102167,1979
KHM2411,"05 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)","Labor Group (Cambodia)",Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Tuol Kouk","Tuek Lak Ti Muoy","Tuek Lak Ti Muoy",11.5694,104.8949,1,"Camboja News; Radio Free Asia",National-Regional,"On 5 March 2024, around 60 members of NagaWorld and the Labor Rights Supported Union of Khmer Employees (LRSU) staged a protest outside the Ministry of Labour and Vocational Training in Tuek Lak Ti Muoy, Tuol Kouk (Phnom Penh) to submit a letter to the Ministry of Labor, demanding intervention in their prolonged labor dispute, a fair resolution, and the release of NagaWorld union leader.",0,"crowd size=around 60",1713291467,40037
KHM2409,"05 March 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cambodia)",,Protesters,,,,"Protesters only",,116,"Southeast Asia",Cambodia,"Phnom Penh","Praek Pnov",Samraong,"Samrong Tbong",11.6603,104.8445,1,"Radio Free Asia",Regional,"On 5 March 2024, over 100 members of Samrong Tbong Community held a protest at Samrong Tbong village in Samraong, Praek Pnov (Phnom Penh) against the eviction and relocation after the residents faced the eviction as the Boeng Tamok lake area was privatized and used for new development projects. The protesters raised banners to protest the forced removal and to demand the authorities to cease using violence against the people and to halt land confiscation.",0,"crowd size=over 100",1738102167,1979
